box_img_group,label,box_img_ratio,IoU,F1,Precision,Recall
<0.05,Spleen @ CT,0.03287506103515625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.036060333251953125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.04038238525390625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0499725341796875,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.05078125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.051837921142578125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.051975250244140625,0.0,0.0,0.0,0.0
<0.05,Kidney @ CT,0.006708575717770689,0.0,0.0,0.0,0.0
<0.05,Kidney @ CT,0.01426158753987615,0.0,0.0,0.0,0.0
<0.05,Kidney @ CT,0.020501032088571965,0.0,0.0,0.0,0.0
<0.05,Kidney @ CT,0.028054043910677427,0.0,0.0,0.0,0.0
<0.05,Kidney @ CT,0.03673297053856258,0.0,0.0,0.0,0.0
<0.05,Kidney @ CT,0.04489585288046538,0.0,0.0,0.0,0.0
0.05~0.10,Kidney @ CT,0.05254269093638581,0.0,0.0,0.0,0.0
0.05~0.10,Kidney @ CT,0.05882904860198911,0.0,0.0,0.0,0.0
0.05~0.10,Kidney @ CT,0.06943141302308126,0.0,0.0,0.0,0.0
0.05~0.10,Kidney @ CT,0.07684368549446426,0.0,0.0,0.0,0.0
0.05~0.10,Kidney @ CT,0.0884781384875211,0.0,0.0,0.0,0.0
0.05~0.10,Kidney @ CT,0.0948114092700319,0.0,0.0,0.0,0.0
0.10~0.15,Kidney @ CT,0.10133233252017264,0.0,0.0,0.0,0.0
0.10~0.15,Kidney @ CT,0.11024582473259523,0.0,0.0,0.0,0.0
0.10~0.15,Kidney @ CT,0.11953462188027772,0.0,0.0,0.0,0.0
0.10~0.15,Kidney @ CT,0.12197410395946706,0.0,0.0,0.0,0.0
0.10~0.15,Kidney @ CT,0.13173203227622443,0.0,0.0,0.0,0.0
